   66  168  266  368  466  567  665  767
   70  144  270  343  470  543  670  743
   80  142  280  342  479  480  542  679  742
   61  195  196  261  395  461  595  661  794  795
    4  192  205  392  405  592  605  792
   96  111  295  312  495  512  695  712
   76  180  276  379  475  579  675  779
   53  141  253  254  341  454  541  654  741
   11  168  211  368  412  568  612  768
   70  105  270  305  469  506  669  706
   35  102  235  302  435  502  635  702
   62  109  262  309  462  509  662  709
   54  145  254  345  454  545  653  745
   20  115  220  315  420  515  621  715
   91  111  291  311  490  511  690  711
   40  106  240  306  440  507  640  707
   19  112  218  219  312  418  512  618  712
   55  138  255  337  455  537  655  737
    5  188  205  388  405  588  605  788
   92  132  292  333  491  533  691  733
   43  115  243  315  316  443  516  643  716
   97  131  297  332  497  532  696  732
   12  194  213  394  413  594  613  793
    9  181  210  381  410  580  610  780
   88  112  287  313  487  513  686  713
   55  180  255  380  455  580  655  780
   98  128  298  328  498  528  698  728
   67  129  267  329  467  529  667  730
   18  104  219  305  419  505  619  705
   97  151  296  351  496  552  696  752
   46  196  246  395  446  595  646  794  795
   96  135  296  335  496  535  696  735
    9  102  209  303  410  503  610  703
   39  141  239  340  439  540  640  740
   77  104  105  277  305  477  505  676  706
   75  177  275  377  474  577  674  776
   16  110  216  311  417  511  617  711
   27  191  227  391  427  590  626  627  790
   81  193  281  393  480  593  680  793
   50  199  250  399  451  599  651  798
   75  140  275  340  475  540  675  740
   79  178  279  378  479  578  678  778
   29  106  229  307  429  507  629  707
    4  145  205  345  405  545  605  745
   52  169  251  369  451  569  651  769
   86  180  286  380  486  580  685  780
   42  139  242  338  443  538  643  738
   85  184  285  384  485  583  685  783
   67  185  267  385  466  585  666  785
    4  106  204  306  405  506  605  706
   97  151  297  351  497  551  696  697  751
   16  178  217  377  417  577  617  777
    5  102  205  302  405  406  502  606  702
   91  157  290  357  490  557  689  757
   38  197  238  397  438  596  639  796
   71  164  271  364  471  565  671  765
   40  170  241  370  441  570  641  770
   66  140  266  340  465  540  665  740
   27  159  228  359  428  559  628  759
   99  181  298  381  498  581  698  780
   69  113  269  313  468  513  668  713
    9  173  209  372  409  572  609  772
   55  112  255  312  454  455  512  654  713
   13  185  213  384  413  414  584  614  784
   29  159  229  359  429  559  629  759
   84  167  284  367  483  567  683  767
   19  180  220  380  420  579  621  779
   20  193  220  393  421  593  621  793
   50  193  250  393  450  593  650  792
   65  149  265  349  465  549  665  749
   91  199  290  291  398  399  490  598  690  798
   15  138  215  338  339  415  539  615  739
   90  148  290  348  490  548  690  748
   18  123  218  323  418  523  618  723
   64  170  264  371  464  571  665  771
   45  123  245  323  445  523  645  724
   78  169  278  369  477  478  569  677  769
   93  135  293  335  492  535  692  735
